Full Name,Win Rate,Total Fight,Win,Lose,Draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub. Avg
Daniel Acacio,0.625,48,30,18,0,"5' 8""",180 lbs.,--,Orthodox,"Dec 27, 1977",3.52,0.36,2.85,0.62,0.33,0.20,0.81,0
Thiago Alves,0.605263158,38,23,15,0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",3.73,0.41,3.42,0.62,0.71,0.60,0.63,0.3
Iuri Alcantara,0.777777778,45,35,10,0 (1 NC),"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2.72,0.45,2.79,0.49,1.44,0.62,0.60,0.8
Marcelo Aguiar,0.333333333,6,2,3,1,"5' 10""",170 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Daniel Allen,1,5,5,0,0,"6' 0""",155 lbs.,"75""",Southpaw,"Aug 10, 1992",7.6,0.51,5.87,0.53,2.00,0.66,1.00,0
Kantharaj Agasa,0.8,15,12,3,0,--,135 lbs.,--,,"Feb 16, 1992",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Klidson Abreu,0.789473684,19,15,4,0 (1 NC),"6' 0""",205 lbs.,"74""",Orthodox,"Dec 24, 1992",2.05,0.40,2.90,0.55,0.64,0.20,0.80,0
Danny Abbadi,0.4,10,4,6,0,"5' 11""",155 lbs.,--,Orthodox,"Jul 03, 1983",3.29,0.38,4.41,0.57,0.00,0.00,0.77,0
Viscardi Andrade,0.76,25,19,6,0,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984",3.26,0.42,2.77,0.63,1.93,0.50,0.66,0.3
Tatsuya Ando,0.764705882,17,13,3,1,--,135 lbs.,--,,"Apr 26, 1990",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Mike Altman,0.2,5,1,4,0,"5' 10""",185 lbs.,--,Orthodox,--,1.56,0.20,2.08,0.75,0.00,0.00,0.00,0
Rico Altamirano,0.571428571,7,4,3,0,"5' 10""",170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Aleksandra Albu,0.6,5,3,2,0,"5' 2""",115 lbs.,"63""",Orthodox,"Jul 14, 1990",4.83,0.47,5.56,0.38,2.27,0.50,0.77,0.4
Sultan Aliev,0.833333333,18,15,3,0,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",1.41,0.45,2.20,0.56,1.76,0.38,1.00,0
Daichi Abe,0.75,8,6,2,0,"5' 11""",170 lbs.,"71""",Orthodox,"Nov 27, 1991",3.8,0.33,4.49,0.56,0.33,0.50,0.00,0
Megan Anderson,0.6875,16,11,5,0,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5
Scott Adams,0.888888889,9,8,1,0,"6' 0""",225 lbs.,--,Southpaw,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Shinya Aoki,0.847826087,46,39,7,0 (1 NC),"5' 11""",154 lbs.,--,Southpaw,"May 09, 1983",0.97,0.58,1.25,0.58,2.54,0.41,0.60,4
Rayanne Amanda,0.666666667,21,14,7,0,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995",3.73,0.36,4.63,0.65,0.50,0.20,0.88,0
Bertrand Amoussou,0.5,2,1,1,0,"5' 8""",190 lbs.,--,Orthodox,--,6.75,0.39,2.01,0.83,0.00,0.00,0.00,0
Herdem Alacabek,0.833333333,6,5,1,0,"6' 2""",205 lbs.,"75""",Orthodox,"Jun 07, 1991",3.84,0.65,6.66,0.23,2.06,0.50,0.42,0
Ashiek Ajim,0.75,8,6,2,0,"5' 8""",135 lbs.,"71""",Switch,"Jun 19, 1994",5,0.40,11.25,0.25,0.00,0.00,0.00,0
Pablo Alfonso,0.5625,16,9,7,0,"5' 8""",145 lbs.,--,,"May 09, 1983",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Gadzhimurad Antigulov,0.714285714,28,20,8,0,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987",2.08,0.55,4.21,0.40,5.08,0.36,0.00,1.4
Andy Anderson,0,1,0,1,0,"5' 6""",240 lbs.,--,,"Jul 16, 1974",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Chalid Arrab,0.7,10,7,3,0,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975",1.56,0.34,1.63,0.56,3.05,0.75,0.37,1
Magno Almeida,0.769230769,13,10,3,0 (1 NC),"6' 0""",155 lbs.,--,,"Jun 06, 1985",1.67,0.36,2.60,0.41,0.00,0.00,0.40,5
Bazigit Atajev,0.944444444,18,17,1,0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,0.41,3.14,0.49,1.00,0.33,0.00,0
Cyborg Abreu,#DIV/0!,0,0,0,0,--,--,--,,"Dec 20, 1980",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Alex Andrade,0.666666667,15,10,5,0,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974",0.2,0.36,2.60,0.53,0.00,0.00,0.25,0.8
Eryk Anders,0.666666667,24,16,8,0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",3.41,0.47,4.17,0.50,1.79,0.26,0.79,0.1
Reza Arianto,1,5,5,0,0,--,155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Junior Albini,0.7,20,14,6,0,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991",3.98,0.51,6.08,0.52,1.54,0.37,1.00,0
Khusein Askhabov,0.958333333,24,23,1,0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2,0.26,4.13,0.56,0.00,0.00,0.66,0
Junior Assuncao,0.727272727,22,16,6,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7
Jesus Aguilar,0.833333333,12,10,2,0,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 13, 1996",1.49,0.50,1.11,0.59,1.90,0.33,0.40,1.4
Estefani Almeida,0.7,10,7,3,0,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988",3.13,0.37,6.07,0.42,0.00,0.00,0.00,0
Mike Aina,0.7,20,14,6,1 (1 NC),"5' 9""",155 lbs.,--,Orthodox,--,2.87,0.33,6.33,0.59,0.00,0.00,0.71,0
George Allen,0.382352941,34,13,19,2,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967",0.8,0.38,3.10,0.43,0.00,0.00,0.50,0
Jessin Ayari,0.727272727,22,16,6,0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,0.37,3.59,0.58,0.00,0.00,0.50,0.3
Olaf Alfonso,0.4,20,8,12,0,"6' 2""",170 lbs.,--,Orthodox,"Aug 06, 1974",1.65,0.38,4.77,0.53,0.37,0.07,0.22,0.7
Kenji Arai,0.428571429,35,15,15,5,"5' 10""",145 lbs.,--,Southpaw,"Oct 05, 1979",8.79,0.27,10.29,0.39,0.00,0.00,0.00,0
Wes Albritton,0,1,0,1,0,"5' 10""",188 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Thomas Almeida,0.814814815,27,22,5,0,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",4.84,0.43,4.93,0.61,0.17,0.14,0.75,0
Lucas Almeida,0.823529412,17,14,3,0,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991",5.05,0.47,5.32,0.45,0.00,0.00,0.40,0
Gabriel Arges,#DIV/0!,0,0,0,0,--,170 lbs.,--,,"Jan 29, 1993",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Romie Aram,0.875,8,7,1,0,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977",1.8,0.35,2.83,0.50,2.50,0.62,0.83,0
Asu Almabayev,0.904761905,21,19,2,0,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994",3.02,0.59,1.42,0.53,7.12,0.57,0.00,1.3
Juan Adams,0.625,8,5,3,0,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",7.09,0.55,4.06,0.34,0.91,0.66,0.57,0
Juan Alcain,0.333333333,3,1,2,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Javy Ayala,0.666666667,15,10,5,0,"6' 1""",265 lbs.,--,,"Aug 20, 1988",0.83,0.25,5.00,0.33,0.00,0.00,0.00,0
Anthony Adams,0.8,10,8,2,0,"6' 1""",185 lbs.,"76""",Orthodox,"Jan 13, 1988",3.17,0.41,5.93,0.44,0.00,0.00,0.00,0
Jaime Alvarez,0.857142857,7,6,1,0,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988",2.73,0.40,4.53,0.56,1.00,0.33,0.50,0
Alen Amedovski,0.666666667,12,8,4,0,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988",0.99,0.30,3.85,0.46,0.00,0.00,0.00,0
Razak Al-Hassan,0.722222222,18,13,5,0,"6' 2""",205 lbs.,--,Orthodox,"May 14, 1982",3.27,0.39,3.14,0.60,0.65,0.14,0.57,0
Scott Bills,0.411764706,17,7,9,1,"5' 10""",170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Paul Buentello,0.673076923,52,35,17,0,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Curtis Blaydes,0.818181818,22,18,4,0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.53,0.50,1.83,0.59,5.72,0.53,0.31,0
Seth Baczynski,0.588235294,34,20,14,0,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Balajin,0.851851852,27,23,4,0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",1.4,0.33,2.73,0.50,2.00,0.20,0.66,0
Rolando Bedoya,0.823529412,17,14,3,0,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 13, 1997",8.7,0.55,6.83,0.52,0.00,0.00,0.00,0
Mack Brewer,0,1,0,1,0,--,205 lbs.,--,,--,0,0.00,6.67,0.36,0.00,0.00,0.00,0
Alan Belcher,0.692307692,26,18,8,0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.7,0.41,3.10,0.59,0.44,0.26,0.55,0.9
Dan Barrera,0.75,4,3,1,0,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,0.70,1.20,0.28,1.00,0.08,0.00,0
Francimar Barroso,0.730769231,26,19,7,0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,0.52,3.07,0.59,2.22,0.24,0.83,0
Davi Bittencourt,0.777777778,18,14,4,0,"5' 5""",135 lbs.,"65""",Orthodox,"Oct 12, 1994",4.15,0.66,1.51,0.46,14.15,0.33,0.00,0
Mikey Burnett,0.714285714,7,5,2,0,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Joey Beltran,0.548387097,31,17,14,0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,0.36,5.27,0.54,0.48,0.18,0.75,0
Sean Brady,0.941176471,17,16,1,0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",3.77,0.53,3.55,0.61,3.29,0.57,0.87,1.2
Steve Bosse,0.857142857,14,12,2,0,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,0.52,5.38,0.50,0.92,0.33,1.00,0
Julia Budd,0.833333333,12,10,2,0,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983",2.42,0.74,1.18,0.47,3.60,0.57,0.83,0
Marco Beltran,0.571428571,14,8,6,0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,0.37,1.93,0.63,0.70,0.50,0.46,0.2
Drew Brokenshire,0.727272727,22,16,6,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jin Bala,0.884615385,26,23,3,0,"5' 9""",155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Cody Brundage,0.625,16,10,6,0,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",1.62,0.54,2.30,0.43,2.33,0.52,0.68,0.9
Charles Bennett,0.461538462,65,30,33,2,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,0.39,1.35,0.64,2.02,1.00,0.36,2
Arlene Blencowe,0.6,15,9,6,0,"5' 5""",145 lbs.,--,,"Apr 11, 1983",2.31,0.43,2.10,0.43,0.00,0.00,0.55,0.6
TJ Brown,0.607142857,28,17,11,0,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3
Viacheslav Borshchev,0.636363636,11,7,3,1,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992",5.82,0.58,4.07,0.56,0.00,0.00,0.36,0
Arjan Bhullar,0.9,10,9,1,0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,0.56,3.25,0.59,1.73,0.75,1.00,0
Tai Bowden,0.5,2,1,1,0,"5' 11""",230 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Anvar Boynazarov,0.75,4,3,1,0,"5' 9""",145 lbs.,--,Orthodox,"Jan 10, 1989",0,0.00,7.83,0.29,0.00,0.00,0.00,0
Jarred Brooks,0.866666667,15,13,2,0,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
Modestas Bukauskas,0.714285714,21,15,6,0,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",3.28,0.41,3.87,0.50,0.00,0.00,0.71,0
Ramiz Brahimaj,0.714285714,14,10,4,0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",2.47,0.41,4.08,0.50,1.90,0.66,0.58,2.4
Antwain Britt,0.647058824,17,11,6,0,"6' 1""",205 lbs.,"77""",,"May 09, 1978",1.46,0.39,2.81,0.44,1.56,0.40,0.50,0
Yousri Belgaroui,0.625,8,5,3,0,"6' 5""",185 lbs.,"79""",Orthodox,"Jul 07, 1987",2.2,0.47,3.20,0.51,0.00,0.00,0.75,0
Marcus Brimage,0.5,14,7,7,0,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,0.35,3.64,0.56,0.56,1.00,0.80,0
Henry Briones,0.64,25,16,8,1,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",3.47,0.42,4.68,0.53,0.00,0.00,0.52,0.6
Jerry Bohlander,0.733333333,15,11,4,0,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Stephen Banaszak,0.5,10,5,5,0,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.2,0.47,1.15,0.66,0.00,0.00,1.00,1.9
Poliana Botelho,0.615384615,13,8,5,0,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",2.9,0.58,2.80,0.54,0.85,0.57,0.76,0
Humberto Brown Morrison,0.4,10,4,6,0,"5' 10""",145 lbs.,--,,"Nov 03, 1984",1.71,0.50,2.19,0.62,1.43,0.25,0.00,0
Blake Bowman,0.25,8,2,6,0,"6' 2""",170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Karla Benitez,0.56,25,14,11,1 (1 NC),"5' 3""",113 lbs.,--,,--,0,0.00,2.40,0.57,0.00,0.00,1.00,0
Rudy Bears,0.516129032,31,16,15,0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,0.29,2.53,0.50,0.00,0.00,0.00,0
Colley  Bradford,0,1,0,1,0,"5' 7""",145 lbs.,--,,--,0.43,0.25,1.73,0.50,19.42,0.50,1.00,0
Caio Borralho,0.9375,16,15,1,0 (1 NC),"5' 10""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",2.73,0.58,1.98,0.60,2.16,0.63,0.57,0.5
Kevin Burns,0.631578947,19,12,7,0,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,0.38,4.30,0.52,0.28,0.50,0.47,0.8
Will Brooks,0.818181818,22,18,4,0,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
Bruna Brasil,0.642857143,14,9,4,1,"5' 6""",115 lbs.,"65""",Orthodox,"Sep 07, 1993",2.94,0.62,3.92,0.51,1.59,0.62,0.53,0
Dylan Budka,0.7,10,7,3,0,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000",1.04,0.60,1.80,0.34,3.38,0.38,1.00,0.7
Chris Barnett,0.741935484,31,23,8,0,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",4.41,0.48,5.87,0.40,0.00,0.00,0.33,0
Ali Bagautinov,0.714285714,21,15,6,0,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
Vitor Belfort,0.65,40,26,14,0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,0.46,2.83,0.50,1.02,0.60,0.53,0.6
Elves Brener,0.842105263,19,16,3,0,"5' 10""",155 lbs.,"72""",Orthodox,"Sep 27, 1997",4.64,0.46,5.05,0.55,0.93,0.20,0.85,0
Murilo Bustamante,0.625,24,15,8,1,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",1.33,0.32,1.90,0.60,2.46,0.33,0.54,1.2
Matt Bessette,0.709677419,31,22,9,0 (1 NC),"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Allen Berube,0.571428571,7,4,3,0,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",0.92,0.80,0.92,0.33,6.87,1.00,0.00,3.4
Mehdi Baghdad,0.6875,16,11,5,0,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,0.30,4.56,0.46,0.00,0.00,0.33,0
KB Bhullar,0.8,10,8,2,0,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",4.31,0.49,5.39,0.45,0.00,0.00,0.00,0
Roman Bravo-Young,0,1,0,1,0,--,205 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jason Brilz,0.75862069,29,22,6,1,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",2.66,0.40,1.78,0.65,2.37,0.25,0.25,1.3
Mike Bronzoulis,0.642857143,28,18,9,1,"6' 0""",155 lbs.,--,,"Jan 05, 1979",1.13,0.34,2.54,0.37,0.00,0.00,0.33,0
Marcin Bandel,0.681818182,22,15,7,0,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,0.50,5.26,0.23,0.00,0.00,0.00,0
Ray Borg,0.722222222,18,13,5,0,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",1.52,0.52,1.93,0.48,3.89,0.50,0.46,1
Enrique Barzola,0.708333333,24,17,5,2,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,0.41,2.97,0.68,4.20,0.45,0.66,0.3
Lance Benoist,0.777777778,9,7,2,0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,0.51,2.70,0.56,1.50,0.33,0.61,0
Pat Benson,0.272727273,11,3,5,3,"5' 9""",155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Mike Bourke,0.384615385,26,10,16,1 (1 NC),"6' 0""",275 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Herbert Burns,0.6875,16,11,5,0,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.73,0.40,4.60,0.41,3.00,0.42,0.66,2.5
George Bush,0.714285714,7,5,2,0,"6' 1""",205 lbs.,--,,--,6.35,0.64,2.31,0.55,17.31,0.66,0.00,0
Justin Buchholz,0.6,25,15,10,0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",2.35,0.26,4.14,0.51,0.00,0.00,0.33,0.8
Mads Burnell,0.75,12,9,3,0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
Dave Berry,0,1,0,1,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Derek Bohi,0.615384615,13,8,5,0,"6' 4""",260 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Anthony Birchak,0.666666667,24,16,8,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
Mandy Bohm,0.8,10,8,2,0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",2.51,0.45,3.24,0.60,0.72,0.18,0.75,0.7
Rogerio Bontorin,0.8,20,16,4,0 (2 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.63,0.52,3.27,0.50,2.90,0.60,0.51,1
Abdul Azeem Badakhshi,0.8125,16,13,3,0,--,145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Mirsad Bektic,0.764705882,17,13,4,0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,0.41,1.80,0.57,3.98,0.52,0.92,0.4
Humberto Bandenay,0.666666667,21,14,7,0 (1 NC),"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,0.41,4.79,0.41,2.90,0.46,0.62,0.5
Terrell Brown,0.75,4,3,1,0,--,185 lbs.,--,,"Apr 13, 1983",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Robert Breslin,0.25,12,3,9,0,"5' 11""",155 lbs.,--,,--,2.21,0.46,3.50,0.66,1.38,1.00,0.50,0
Scott Bessac,0.4,10,4,6,0,"6' 4""",245 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
James Bochnovic,0.727272727,11,8,3,0,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,0.26,3.64,0.21,0.00,0.00,0.00,0
Joaquin Buckley,0.75,24,18,6,0,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",4.06,0.34,3.26,0.58,1.40,0.36,0.69,0
Eduardo Bustillos,0.625,8,5,3,0,"5' 8""",135 lbs.,--,,"Jun 02, 1987",2.61,0.59,6.22,0.35,0.00,0.00,1.00,0
Chase Beebe,0.631578947,38,24,13,1,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9
Justin Burlinson,0.857142857,7,6,1,0,"6' 1""",170 lbs.,"74""",Switch,"May 19, 1997",1.24,0.40,3.09,0.61,0.00,0.00,1.00,9.3
Roman Bogatov,0.909090909,11,10,1,0,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",3.33,0.42,4.40,0.44,1.00,0.09,0.50,0
Tanner Boser,0.65625,32,21,10,1,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",4.7,0.52,2.75,0.58,0.00,0.00,0.63,0
Bibulatov Magomed,0.875,16,14,2,0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.6,0.51,1.83,0.52,2.85,0.40,0.75,0
Paul Bradley,0.741935484,31,23,8,0 (2 NC),"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983",2.26,0.32,4.13,0.56,1.12,0.16,1.00,0
Todd Brown,0.8,20,16,4,0 (1 NC),"5' 11""",205 lbs.,--,Orthodox,"Dec 13, 1976",2.15,0.45,3.85,0.48,0.00,0.00,0.50,0
Izabela Badurek,0.666666667,9,6,3,0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,0.71,4.90,0.32,1.75,0.12,1.00,0
Manny Bermudez,0.875,16,14,2,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,0.61,2.68,0.46,3.06,0.54,0.00,3.1
Michael Byrnes,0.625,8,5,3,0,"5' 11""",155 lbs.,--,,"Jul 17, 1990",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Rich Bouphanouvong,0.2,5,1,4,0,"5' 7""",170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Gregory Bouchelaghem,0.555555556,9,5,4,0,"6' 2""",183 lbs.,--,Switch,--,0.27,0.21,1.53,0.36,0.00,0.00,0.50,0
Angad Bisht,0.75,12,9,3,0,--,125 lbs.,--,,"Jun 05, 1995",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Fernando Bettega,0.583333333,12,7,5,0,--,170 lbs.,--,,"Mar 10, 1980",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Michel Batista,0.8,5,4,1,0 (1 NC),"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",0,0.00,4.03,0.40,6.72,0.50,0.00,0
Bryan Barberena,0.6,30,18,12,0,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,0.48,4.59,0.44,0.13,0.22,0.50,0.3
Da'Mon Blackshear,0.666666667,21,14,6,1,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8
Junie Browning,0.454545455,11,5,6,0,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984",3.76,0.48,1.76,0.66,3.53,0.66,0.00,3.5
Damien Brown,0.586206897,29,17,12,0,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",3.66,0.38,4.86,0.50,0.68,0.27,0.53,0.7
Justin Bruckmann,0.7,10,7,3,0,"5' 9""",170 lbs.,--,Orthodox,--,0.59,0.66,5.91,0.16,0.00,0.00,0.33,0
Dennis Bryant,0.714285714,7,5,2,0,"6' 0""",205 lbs.,--,Orthodox,"Oct 18, 1985",10.56,0.59,10.56,0.13,0.00,0.00,0.00,0
Salvador Becerra,0.714285714,7,5,2,0,"5' 9""",155 lbs.,--,,--,4.57,0.31,3.83,0.58,0.00,0.00,0.66,0
Jules Bruchez,0.333333333,3,1,2,0,"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977",0.69,0.50,5.52,0.46,0.00,0.00,0.00,0
Denys Bondar,0.736842105,19,14,5,0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",4.59,0.50,5.16,0.56,3.99,0.58,0.62,0
Zachary Borrego,0.75,4,3,1,0,"6' 2""",185 lbs.,"78""",Switch,"Jul 18, 1996",0,0.00,1.94,0.33,0.00,0.00,0.00,0
Tom Blackledge,0.588235294,17,10,7,0,--,205 lbs.,--,Orthodox,--,2.91,0.61,2.55,0.46,0.00,0.00,0.75,0
Roger Bowling,0.666666667,18,12,6,0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
Len Bentley,0.625,16,10,6,0,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Aaron Brink,0.5,52,26,26,0 (2 NC),"6' 3""",205 lbs.,--,Orthodox,"Nov 12, 1974",3.49,0.42,5.71,0.57,0.00,0.00,0.00,0
